Тип квартиры,Цена,Площадь (м²),Ссылка на покупку
1-комн.,8668804,35.13,"https://samolet.ru/project/sputnik/flats/114830/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8679735,38.84,"https://samolet.ru/project/sputnik/flats/70251/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8680295,38.75,"https://samolet.ru/project/sputnik/flats/70099/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8681186,37.88,"https://samolet.ru/project/sputnik/flats/101342/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8687002,35.02,"https://samolet.ru/project/sputnik/flats/145369/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8689006,39.69,"https://samolet.ru/project/sputnik/flats/114683/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8690197,39.58,"https://samolet.ru/project/sputnik/flats/114715/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8691970,38.84,"https://samolet.ru/project/sputnik/flats/70269/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8693228,38.75,"https://samolet.ru/project/sputnik/flats/101255/?ordering=filter_price,pk&free=1&project=7"
2-комн.,8696262,42.2,"https://samolet.ru/project/sputnik/flats/207922/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8698911,35.13,"https://samolet.ru/project/sputnik/flats/70190/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8699295,35.02,"https://samolet.ru/project/sputnik/flats/145379/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8710751,28.27,"https://samolet.ru/project/sputnik/flats/101442/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8714333,35.13,"https://samolet.ru/project/sputnik/flats/70356/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8714579,39.58,"https://samolet.ru/project/sputnik/flats/114747/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8722541,38.03,"https://samolet.ru/project/sputnik/flats/114789/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8723668,35.02,"https://samolet.ru/project/sputnik/flats/145399/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8725223,34.95,"https://samolet.ru/project/sputnik/flats/101283/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8726488,35.13,"https://samolet.ru/project/sputnik/flats/70371/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8730704,34.67,"https://samolet.ru/project/sputnik/flats/145371/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8735039,38.75,"https://samolet.ru/project/sputnik/flats/95121/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8742213,35.36,"https://samolet.ru/project/sputnik/flats/114764/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8742978,34.67,"https://samolet.ru/project/sputnik/flats/145381/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8746842,38.03,"https://samolet.ru/project/sputnik/flats/114821/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8755424,34.67,"https://samolet.ru/project/sputnik/flats/145391/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8759630,39.62,"https://samolet.ru/project/sputnik/flats/114795/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8771029,38.03,"https://samolet.ru/project/sputnik/flats/114852/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8771833,39.62,"https://samolet.ru/project/sputnik/flats/114811/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8775143,35.13,"https://samolet.ru/project/sputnik/flats/70431/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8776772,38.75,"https://samolet.ru/project/sputnik/flats/101310/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8789769,38.84,"https://samolet.ru/project/sputnik/flats/70400/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8801061,35.58,"https://samolet.ru/project/sputnik/flats/114463/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8801077,37.6,"https://samolet.ru/project/sputnik/flats/101266/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8801926,38.84,"https://samolet.ru/project/sputnik/flats/70415/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8805464,34.05,"https://samolet.ru/project/sputnik/flats/95101/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8814160,38.84,"https://samolet.ru/project/sputnik/flats/70430/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8822170,37.6,"https://samolet.ru/project/sputnik/flats/95114/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8824098,33.32,"https://samolet.ru/project/sputnik/flats/70413/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8824481,34.6,"https://samolet.ru/project/sputnik/flats/145461/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8826395,38.84,"https://samolet.ru/project/sputnik/flats/70445/?ordering=filter_price,pk&free=1&project=7"
2-комн.,8828246,42.0,"https://samolet.ru/project/sputnik/flats/208101/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8838280,38.84,"https://samolet.ru/project/sputnik/flats/101329/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8838668,38.84,"https://samolet.ru/project/sputnik/flats/70459/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8843264,37.6,"https://samolet.ru/project/sputnik/flats/101285/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8859137,38.84,"https://samolet.ru/project/sputnik/flats/95159/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8864245,37.6,"https://samolet.ru/project/sputnik/flats/101303/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8872152,34.95,"https://samolet.ru/project/sputnik/flats/114535/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8879994,38.84,"https://samolet.ru/project/sputnik/flats/101348/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8880626,29.11,"https://samolet.ru/project/sputnik/flats/126096/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8885376,37.6,"https://samolet.ru/project/sputnik/flats/95133/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8892617,38.84,"https://samolet.ru/project/sputnik/flats/95178/?ordering=filter_price,pk&free=1&project=7"
2-комн.,8903097,44.0,"https://samolet.ru/project/sputnik/flats/208054/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8905085,38.84,"https://samolet.ru/project/sputnik/flats/101367/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8933793,37.72,"https://samolet.ru/project/sputnik/flats/101322/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8940816,35.13,"https://samolet.ru/project/sputnik/flats/101377/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8956266,35.2,"https://samolet.ru/project/sputnik/flats/114459/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8956378,33.32,"https://samolet.ru/project/sputnik/flats/114835/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8961251,39.6,"https://samolet.ru/project/sputnik/flats/114532/?ordering=filter_price,pk&free=1&project=7"
2-комн.,8962265,42.4,"https://samolet.ru/project/sputnik/flats/208105/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8964275,33.32,"https://samolet.ru/project/sputnik/flats/95266/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8971078,38.84,"https://samolet.ru/project/sputnik/flats/114765/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8971906,35.13,"https://samolet.ru/project/sputnik/flats/100952/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8982585,35.13,"https://samolet.ru/project/sputnik/flats/101349/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8982674,39.6,"https://samolet.ru/project/sputnik/flats/114549/?ordering=filter_price,pk&free=1&project=7"
1-комн.,8990054,38.4,"https://samolet.ru/project/sputnik/flats/210892/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9014869,44.7,"https://samolet.ru/project/sputnik/flats/207931/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9015552,44.3,"https://samolet.ru/project/sputnik/flats/208037/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9020772,35.13,"https://samolet.ru/project/sputnik/flats/101386/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9025640,39.6,"https://samolet.ru/project/sputnik/flats/114583/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9031286,35.85,"https://samolet.ru/project/sputnik/flats/117036/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9049834,37.88,"https://samolet.ru/project/sputnik/flats/101267/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9054168,37.63,"https://samolet.ru/project/sputnik/flats/116746/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9058515,35.48,"https://samolet.ru/project/sputnik/flats/70152/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9063218,38.5,"https://samolet.ru/project/sputnik/flats/210922/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9063869,38.9,"https://samolet.ru/project/sputnik/flats/210986/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9088483,35.65,"https://samolet.ru/project/sputnik/flats/70130/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9089034,35.54,"https://samolet.ru/project/sputnik/flats/117098/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9101319,44.7,"https://samolet.ru/project/sputnik/flats/207928/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9114551,35.54,"https://samolet.ru/project/sputnik/flats/117118/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9116364,35.54,"https://samolet.ru/project/sputnik/flats/70188/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9118278,38.85,"https://samolet.ru/project/sputnik/flats/70408/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9119851,43.9,"https://samolet.ru/project/sputnik/flats/208322/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9120833,42.8,"https://samolet.ru/project/sputnik/flats/207963/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9127452,35.54,"https://samolet.ru/project/sputnik/flats/117128/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9129102,39.69,"https://samolet.ru/project/sputnik/flats/70361/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9139696,35.85,"https://samolet.ru/project/sputnik/flats/117086/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9153234,38.84,"https://samolet.ru/project/sputnik/flats/114652/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9159687,35.54,"https://samolet.ru/project/sputnik/flats/70224/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9167573,39.69,"https://samolet.ru/project/sputnik/flats/70406/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9172517,35.54,"https://samolet.ru/project/sputnik/flats/70242/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9178532,38.75,"https://samolet.ru/project/sputnik/flats/70081/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9182240,38.8,"https://samolet.ru/project/sputnik/flats/210954/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9186281,35.36,"https://samolet.ru/project/sputnik/flats/70362/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9189106,35.31,"https://samolet.ru/project/sputnik/flats/117027/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9192053,34.38,"https://samolet.ru/project/sputnik/flats/145280/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9193566,35.65,"https://samolet.ru/project/sputnik/flats/117158/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9197495,46.6,"https://samolet.ru/project/sputnik/flats/208002/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9206984,37.63,"https://samolet.ru/project/sputnik/flats/116816/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9227718,37.88,"https://samolet.ru/project/sputnik/flats/101361/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9246582,35.54,"https://samolet.ru/project/sputnik/flats/114684/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9267554,34.5,"https://samolet.ru/project/sputnik/flats/145300/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9268134,43.6,"https://samolet.ru/project/sputnik/flats/207967/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9269498,39.4,"https://samolet.ru/project/sputnik/flats/211016/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9274460,36.22,"https://samolet.ru/project/sputnik/flats/117106/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9277182,42.8,"https://samolet.ru/project/sputnik/flats/208125/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9289702,34.5,"https://samolet.ru/project/sputnik/flats/145310/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9293465,35.98,"https://samolet.ru/project/sputnik/flats/117166/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9307652,35.5,"https://samolet.ru/project/sputnik/flats/70326/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9318103,35.36,"https://samolet.ru/project/sputnik/flats/114828/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9329269,42.8,"https://samolet.ru/project/sputnik/flats/208195/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9334217,38.85,"https://samolet.ru/project/sputnik/flats/70189/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9350334,37.94,"https://samolet.ru/project/sputnik/flats/116856/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9356614,34.37,"https://samolet.ru/project/sputnik/flats/70035/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9363726,37.94,"https://samolet.ru/project/sputnik/flats/116866/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9369092,45.3,"https://samolet.ru/project/sputnik/flats/207925/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9378429,38.85,"https://samolet.ru/project/sputnik/flats/70225/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9381868,37.85,"https://samolet.ru/project/sputnik/flats/116896/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9405998,44.0,"https://samolet.ru/project/sputnik/flats/207971/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9422280,36.64,"https://samolet.ru/project/sputnik/flats/117013/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9434669,37.85,"https://samolet.ru/project/sputnik/flats/116936/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9439108,39.5,"https://samolet.ru/project/sputnik/flats/211072/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9455253,38.84,"https://samolet.ru/project/sputnik/flats/114701/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9460823,37.85,"https://samolet.ru/project/sputnik/flats/116956/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9469546,38.84,"https://samolet.ru/project/sputnik/flats/95250/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9473185,35.87,"https://samolet.ru/project/sputnik/flats/116743/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9480160,43.6,"https://samolet.ru/project/sputnik/flats/208177/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9482907,38.84,"https://samolet.ru/project/sputnik/flats/95268/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9490338,34.84,"https://samolet.ru/project/sputnik/flats/145360/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9496152,38.84,"https://samolet.ru/project/sputnik/flats/101438/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9509280,38.84,"https://samolet.ru/project/sputnik/flats/101453/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9512118,43.5,"https://samolet.ru/project/sputnik/flats/208242/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9512584,50.2,"https://samolet.ru/project/sputnik/flats/207926/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9512775,34.84,"https://samolet.ru/project/sputnik/flats/145370/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9518776,35.87,"https://samolet.ru/project/sputnik/flats/116763/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9535225,38.84,"https://samolet.ru/project/sputnik/flats/114797/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9539741,34.84,"https://samolet.ru/project/sputnik/flats/145390/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9548508,38.84,"https://samolet.ru/project/sputnik/flats/114813/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9553224,34.84,"https://samolet.ru/project/sputnik/flats/145400/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9553509,34.79,"https://samolet.ru/project/sputnik/flats/145410/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9564948,35.5,"https://samolet.ru/project/sputnik/flats/117227/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9600248,35.61,"https://samolet.ru/project/sputnik/flats/116887/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9607246,43.7,"https://samolet.ru/project/sputnik/flats/208288/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9607364,34.79,"https://samolet.ru/project/sputnik/flats/145450/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9614840,43.9,"https://samolet.ru/project/sputnik/flats/208232/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9621246,44.0,"https://samolet.ru/project/sputnik/flats/208164/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9623766,38.85,"https://samolet.ru/project/sputnik/flats/70363/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9637247,38.85,"https://samolet.ru/project/sputnik/flats/70378/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9640666,35.61,"https://samolet.ru/project/sputnik/flats/116917/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9650767,38.85,"https://samolet.ru/project/sputnik/flats/70393/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9658458,46.6,"https://samolet.ru/project/sputnik/flats/208330/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9674016,45.6,"https://samolet.ru/project/sputnik/flats/208104/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9677729,38.85,"https://samolet.ru/project/sputnik/flats/70423/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9681083,35.61,"https://samolet.ru/project/sputnik/flats/116947/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9689313,39.69,"https://samolet.ru/project/sputnik/flats/70376/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9691972,39.69,"https://samolet.ru/project/sputnik/flats/114650/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9705586,39.69,"https://samolet.ru/project/sputnik/flats/114667/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9714821,38.84,"https://samolet.ru/project/sputnik/flats/114669/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9725813,47.0,"https://samolet.ru/project/sputnik/flats/208234/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9730035,39.69,"https://samolet.ru/project/sputnik/flats/70421/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9743490,39.69,"https://samolet.ru/project/sputnik/flats/70436/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9775467,47.2,"https://samolet.ru/project/sputnik/flats/208168/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9796835,38.14,"https://samolet.ru/project/sputnik/flats/117002/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9838604,38.84,"https://samolet.ru/project/sputnik/flats/70472/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9897143,46.4,"https://samolet.ru/project/sputnik/flats/208057/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9924785,47.0,"https://samolet.ru/project/sputnik/flats/208056/?ordering=filter_price,pk&free=1&project=7"
1-комн.,9954270,38.84,"https://samolet.ru/project/sputnik/flats/114886/?ordering=filter_price,pk&free=1&project=7"
2-комн.,9973856,46.6,"https://samolet.ru/project/sputnik/flats/208198/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10028269,46.4,"https://samolet.ru/project/sputnik/flats/208196/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10084413,46.4,"https://samolet.ru/project/sputnik/flats/208258/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10109372,52.9,"https://samolet.ru/project/sputnik/flats/211052/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10117272,48.6,"https://samolet.ru/project/sputnik/flats/210955/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10129557,47.2,"https://samolet.ru/project/sputnik/flats/207974/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10139304,46.4,"https://samolet.ru/project/sputnik/flats/208257/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10179436,47.1,"https://samolet.ru/project/sputnik/flats/208244/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10182764,46.6,"https://samolet.ru/project/sputnik/flats/208331/?ordering=filter_price,pk&free=1&project=7"
1-комн.,10184452,49.19,"https://samolet.ru/project/sputnik/flats/114478/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10278038,47.3,"https://samolet.ru/project/sputnik/flats/208301/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10289057,47.5,"https://samolet.ru/project/sputnik/flats/208038/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10320072,49.85,"https://samolet.ru/project/sputnik/flats/95107/?ordering=filter_price,pk&free=1&project=7"
1-комн.,10332981,49.19,"https://samolet.ru/project/sputnik/flats/114579/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10366584,54.3,"https://samolet.ru/project/sputnik/flats/210989/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10366961,47.0,"https://samolet.ru/project/sputnik/flats/208324/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10446219,50.7,"https://samolet.ru/project/sputnik/flats/208098/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10613652,52.9,"https://samolet.ru/project/sputnik/flats/211018/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10761770,52.8,"https://samolet.ru/project/sputnik/flats/211074/?ordering=filter_price,pk&free=1&project=7"
1-комн.,10818795,49.19,"https://samolet.ru/project/sputnik/flats/114494/?ordering=filter_price,pk&free=1&project=7"
3-комн.,10823683,55.4,"https://samolet.ru/project/sputnik/flats/207921/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10837855,52.8,"https://samolet.ru/project/sputnik/flats/210894/?ordering=filter_price,pk&free=1&project=7"
1-комн.,10858322,36.76,"https://samolet.ru/project/sputnik/flats/125948/?ordering=filter_price,pk&free=1&project=7"
1-комн.,10870986,49.19,"https://samolet.ru/project/sputnik/flats/114528/?ordering=filter_price,pk&free=1&project=7"
1-комн.,10874975,36.76,"https://samolet.ru/project/sputnik/flats/125959/?ordering=filter_price,pk&free=1&project=7"
1-комн.,10897204,49.19,"https://samolet.ru/project/sputnik/flats/114545/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10898733,52.8,"https://samolet.ru/project/sputnik/flats/210924/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10909728,51.5,"https://samolet.ru/project/sputnik/flats/211174/?ordering=filter_price,pk&free=1&project=7"
1-комн.,10923373,49.19,"https://samolet.ru/project/sputnik/flats/114562/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10929444,53.5,"https://samolet.ru/project/sputnik/flats/207935/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10929444,53.5,"https://samolet.ru/project/sputnik/flats/210988/?ordering=filter_price,pk&free=1&project=7"
2-комн.,10963947,52.6,"https://samolet.ru/project/sputnik/flats/207965/?ordering=filter_price,pk&free=1&project=7"
1-комн.,11001880,49.19,"https://samolet.ru/project/sputnik/flats/114613/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11036791,56.4,"https://samolet.ru/project/sputnik/flats/208107/?ordering=filter_price,pk&free=1&project=7"
1-комн.,11092454,37.29,"https://samolet.ru/project/sputnik/flats/125954/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11158616,54.6,"https://samolet.ru/project/sputnik/flats/211019/?ordering=filter_price,pk&free=1&project=7"
3-комн.,11163453,55.7,"https://samolet.ru/project/sputnik/flats/208102/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11175775,52.8,"https://samolet.ru/project/sputnik/flats/211175/?ordering=filter_price,pk&free=1&project=7"
1-комн.,11211199,37.07,"https://samolet.ru/project/sputnik/flats/126183/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11211475,53.3,"https://samolet.ru/project/sputnik/flats/208052/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11216322,52.6,"https://samolet.ru/project/sputnik/flats/208175/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11220119,54.4,"https://samolet.ru/project/sputnik/flats/208001/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11255944,53.7,"https://samolet.ru/project/sputnik/flats/208113/?ordering=filter_price,pk&free=1&project=7"
1-комн.,11258096,37.29,"https://samolet.ru/project/sputnik/flats/126020/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11265741,54.6,"https://samolet.ru/project/sputnik/flats/211053/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11319938,56.0,"https://samolet.ru/project/sputnik/flats/207924/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11320869,52.8,"https://samolet.ru/project/sputnik/flats/208241/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11355384,54.7,"https://samolet.ru/project/sputnik/flats/211075/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11363369,52.7,"https://samolet.ru/project/sputnik/flats/208286/?ordering=filter_price,pk&free=1&project=7"
1-комн.,11382728,37.62,"https://samolet.ru/project/sputnik/flats/126031/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11423085,54.4,"https://samolet.ru/project/sputnik/flats/208333/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11428544,54.9,"https://samolet.ru/project/sputnik/flats/208055/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11435848,54.7,"https://samolet.ru/project/sputnik/flats/210895/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11460551,54.9,"https://samolet.ru/project/sputnik/flats/208259/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11478573,54.4,"https://samolet.ru/project/sputnik/flats/208199/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11500175,54.7,"https://samolet.ru/project/sputnik/flats/210925/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11564612,54.7,"https://samolet.ru/project/sputnik/flats/211176/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11686365,48.95,"https://samolet.ru/project/sputnik/flats/114698/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11702714,48.95,"https://samolet.ru/project/sputnik/flats/114714/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11725172,49.19,"https://samolet.ru/project/sputnik/flats/114682/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11735854,48.95,"https://samolet.ru/project/sputnik/flats/114746/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11792026,49.12,"https://samolet.ru/project/sputnik/flats/114762/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11824839,49.12,"https://samolet.ru/project/sputnik/flats/114794/?ordering=filter_price,pk&free=1&project=7"
2-комн.,11841539,49.12,"https://samolet.ru/project/sputnik/flats/114810/?ordering=filter_price,pk&free=1&project=7"
